,53.0,53.5,54.0,54.5,55.0,55.5,56.0,56.5,57.0,57.5
circum,,,,,,,,,,
59.5,44,44,43,43,43,42,42,42,41,41
59.0,44,43,43,43,42,42,41,41,41,40
58.5,43,43,42,42,42,41,41,40,40,40
58.0,42,42,42,41,41,41,40,40,39,39
57.5,42,41,41,41,40,40,40,39,39,38
57.0,41,41,40,40,40,39,39,39,38,38
56.5,41,40,40,39,39,39,38,38,38,37
56.0,40,40,39,39,38,38,38,37,37,37
55.5,39,39,39,38,38,37,37,37,36,36
55.0,39,38,38,38,37,37,36,36,36,35
54.5,38,38,37,37,36,36,36,35,35,35
54.0,37,37,37,36,36,35,35,35,34,34
53.5,37,36,36,36,35,35,34,34,34,33
53.0,36,36,35,35,35,34,34,33,33,33
52.5,35,35,35,34,34,33,33,33,32,32
52.0,35,34,34,34,33,33,32,32,32,31
51.5,34,34,33,33,32,32,32,31,31,31
51.0,33,33,33,32,32,31,31,31,30,30
50.5,33,32,32,31,31,31,30,30,30,29
50.0,32,32,31,31,30,30,30,29,29,29
49.5,31,31,30,30,30,29,29,29,28,28
49.0,31,30,30,29,29,29,28,28,27,27
48.5,30,29,29,29,28,28,27,27,27,26
48.0,29,29,28,28,27,27,27,26,26,26
47.5,28,28,28,27,27,26,26,26,25,25
47.0,28,27,27,26,26,26,25,25,24,24
46.5,27,26,26,26,25,25,24,24,24,23
46.0,26,26,25,25,24,24,24,23,23,23
45.5,25,25,24,24,24,23,23,23,22,22
45.0,24,24,24,23,23,23,22,22,21,21
44.5,24,23,23,23,22,22,21,21,21,20
44.0,23,23,22,22,21,21,21,20,20,19
43.5,22,22,21,21,21,20,20,19,19,19
43.0,21,21,20,20,20,19,19,19,18,18
42.5,20,20,20,19,19,18,18,18,17,17
42.0,20,19,19,18,18,18,17,17,17,16
41.5,19,18,18,18,17,17,16,16,16,15
41.0,18,17,17,17,16,16,16,15,15,14
40.5,17,17,16,16,15,15,15,14,14,14
40.0,16,16,15,15,15,14,14,13,13,13
