,60.0,60.5,61.0,61.5,62.0,62.5,63.0,63.5,64.0,64.5
circum,,,,,,,,,,
32.5,42,42,42,42,41,41,41,41,40,40
32.0,42,41,41,41,41,40,40,40,40,39
31.5,41,41,41,40,40,40,40,39,39,39
31.0,40,40,40,40,39,39,39,39,39,38
30.5,40,40,39,39,39,39,38,38,38,38
30.0,39,39,39,39,38,38,38,38,37,37
29.5,39,38,38,38,38,37,37,37,37,36
29.0,38,38,37,37,37,37,37,36,36,36
28.5,37,37,37,37,36,36,36,36,35,35
28.0,37,36,36,36,36,35,35,35,35,34
27.5,36,36,36,35,35,35,35,34,34,34
27.0,35,35,35,35,34,34,34,34,33,33
26.5,35,34,34,34,34,33,33,33,33,32
26.0,34,34,33,33,33,33,32,32,32,32
25.5,33,33,33,32,32,32,32,31,31,31
25.0,32,32,32,32,31,31,31,31,30,30
24.5,32,31,31,31,31,30,30,30,30,29
24.0,31,31,30,30,30,30,29,29,29,29
23.5,30,30,30,29,29,29,29,28,28,28
23.0,29,29,29,29,28,28,28,28,27,27
22.5,29,28,28,28,28,27,27,27,27,26
22.0,28,27,27,27,27,26,26,26,26,25
21.5,27,27,26,26,26,26,25,25,25,25
21.0,26,26,25,25,25,25,24,24,24,24
20.5,25,25,25,24,24,24,24,23,23,23
20.0,24,24,24,23,23,23,23,22,22,22
19.5,23,23,23,22,22,22,22,21,21,21
19.0,22,22,22,21,21,21,21,20,20,20
18.5,21,21,21,20,20,20,20,19,19,19
18.0,20,20,20,19,19,19,19,18,18,18
17.5,19,19,19,18,18,18,18,17,17,17
17.0,18,18,18,17,17,17,17,16,16,16
16.5,17,17,16,16,16,16,15,15,15,15
16.0,16,16,15,15,15,15,14,14,14,14
15.5,15,14,14,14,14,13,13,13,13,12
15.0,13,13,13,13,12,12,12,12,11,11
14.5,12,12,12,11,11,11,11,10,10,10
14.0,11,11,10,10,10,10,9,9,9,9
13.5,9,9,9,9,8,8,8,8,7,7
