,73,73.5,74,74.5,75,75.5,76,76.5,77,77.5
circum,,,,,,,,,,
79.5,51,50,50,50,50,49,49,49,48,48
79,50,50,50,49,49,49,49,48,48,47
78.5,50,50,49,49,49,48,48,47,47,46
78,49,49,49,49,48,47,47,46,46,46
77.5,49,49,48,48,47,47,46,46,46,45
77,48,48,47,47,46,46,46,45,45,45
76.5,48,47,46,46,46,46,45,45,45,44
76,47,46,46,46,45,45,45,45,44,44
75.5,46,46,46,45,45,45,44,44,44,44
75,46,45,45,45,44,44,44,44,43,43
74.5,45,45,45,44,44,44,43,43,43,43
74,45,44,44,44,44,43,43,43,42,42
73.5,44,44,44,43,43,43,42,42,42,42
73,44,43,43,43,43,42,42,42,41,41
72.5,43,43,43,42,42,42,42,41,41,41
72,43,42,42,42,42,41,41,41,40,40
71.5,42,42,42,41,41,41,41,40,40,40
71,42,41,41,41,41,40,40,40,39,39
70.5,41,41,41,40,40,40,40,39,39,39
70,41,40,40,40,40,39,39,39,38,38
69.5,40,40,40,39,39,39,39,38,38,38
69,40,39,39,39,39,38,38,38,37,37
68.5,39,39,39,38,38,38,37,37,37,37
68,39,38,38,38,38,37,37,37,36,36
67.5,38,38,38,37,37,37,36,36,36,36
67,38,37,37,37,36,36,36,36,35,35
66.5,37,37,37,36,36,36,35,35,35,35
66,37,36,36,36,35,35,35,35,34,34
65.5,36,36,35,35,35,35,34,34,34,33
65,35,35,35,35,34,34,34,33,33,33
64.5,35,35,34,34,34,33,33,33,33,32
64,34,34,34,34,33,33,33,32,32,32
63.5,34,34,33,33,33,32,32,32,32,31
63,33,33,33,32,32,32,32,31,31,31
62.5,33,32,32,32,32,31,31,31,30,30
62,32,32,32,31,31,31,30,30,30,30
61.5,32,31,31,31,30,30,30,30,29,29
61,31,31,30,30,30,30,29,29,29,28
60.5,30,30,30,30,29,29,29,28,28,28
60,30,30,29,29,29,28,28,28,28,27
59.5,29,29,29,28,28,28,27,27,27,27
59,29,28,28,28,27,27,27,27,26,26
58.5,28,28,27,27,27,27,26,26,26,25
58,27,27,27,27,26,26,26,25,25,25
57.5,27,26,26,26,26,25,25,25,25,24
57,26,26,26,25,25,25,24,24,24,24
56.5,26,25,25,25,24,24,24,24,23,23
56,25,25,24,24,24,23,23,23,23,22
55.5,24,24,24,23,23,23,23,22,22,22
55,24,23,23,23,22,22,22,22,21,21
54.5,23,23,22,22,22,22,21,21,21,20
54,22,22,22,21,21,21,21,20,20,20
53.5,22,21,21,21,21,20,20,20,19,19
53,21,21,20,20,20,20,19,19,20,19
52.5,20,20,20,19,19,20,20,19,19,19
52.0,20,19,19,20,20,19,19,19,18,18
51.5,20,20,19,19,19,19,18,18,18,17
51.0,19,19,19,18,18,18,18,17,17,17
50.5,19,18,18,18,17,17,17,17,16,16
50,18,18,17,17,17,16,16,16,16,15
49.5,17,17,17,16,16,16,15,15,15,15
49.0,16,16,16,16,15,15,15,14,14,14
48.5,16,15,15,15,15,14,14,14,13,13
48.0,15,15,14,14,14,14,13,13,13,12
