,75.0,75.5,76.0,76.5,77.0,77.5,78.0,78.5,79.0,79.5
circum,,,,,,,,,,
35.0,38,38,38,38,37,37,37,37,37,36
34.5,38,37,37,37,37,37,37,36,36,36
34.0,37,37,37,37,36,36,36,36,36,35
33.5,37,36,36,36,36,36,35,35,35,35
33.0,36,36,36,35,35,35,35,35,34,34
32.5,35,35,35,35,35,34,34,34,34,34
32.0,35,35,34,34,34,34,34,33,33,33
31.5,34,34,34,34,33,33,33,33,33,33
31.0,34,33,33,33,33,33,33,32,32,32
30.5,33,33,33,32,32,32,32,32,32,31
30.0,32,32,32,32,32,31,31,31,31,31
29.5,32,32,31,31,31,31,31,30,30,30
29.0,31,31,31,31,30,30,30,30,30,29
28.5,31,30,30,30,30,30,29,29,29,29
28.0,30,30,29,29,29,29,29,29,28,28
27.5,29,29,29,29,28,28,28,28,28,27
27.0,29,28,28,28,28,28,27,27,27,27
26.5,28,28,27,27,27,27,27,26,26,26
26.0,27,27,27,27,26,26,26,26,26,25
25.5,26,26,26,26,26,25,25,25,25,25
25.0,26,25,25,25,25,25,24,24,24,24
24.5,25,25,25,24,24,24,24,24,23,23
24.0,24,24,24,24,23,23,23,23,23,22
23.5,23,23,23,23,23,22,22,22,22,22
23.0,23,22,22,22,22,22,21,21,21,21
22.5,22,22,21,21,21,21,21,20,20,20
22.0,21,21,20,20,20,20,20,20,19,19
21.5,20,20,20,19,19,19,19,19,18,18
21.0,19,19,19,19,18,18,18,18,18,17
20.5,18,18,18,18,17,17,17,17,17,16
20.0,17,17,17,17,17,16,16,16,16,16
19.5,16,16,16,16,16,15,15,15,15,15
19.0,15,15,15,15,15,14,14,14,14,14
18.5,14,14,14,14,14,13,13,13,13,13
18.0,13,13,13,13,13,12,12,12,12,12
17.5,12,12,12,12,12,11,11,11,11,11
17.0,11,11,11,11,10,10,10,10,10,9
16.5,10,10,10,10,9,9,9,9,9,8
16.0,9,9,9,8,8,8,8,8,7,7
