,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1940,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,100,100,100,100,100,100,100,100,100,100
1950,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,100,100,100,100,100,100,100,100,100,100,100
2000,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100
2010,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,99,99,99,99,99,100,100,100,100,100,100
2020,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,98,98,98,98,98,100,100,100,100,100,100
2030,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,97,97,97,97,97,100,100,100,100,100,100
2040,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,96,96,96,96,96,99,99,99,99,99,100
2050,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,93,93,93,93,93,95,95,95,95,95,98,98,98,98,98,100
2100,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,92,92,92,92,92,94,94,94,94,94,97,97,97,97,97,100
2110,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,91,91,91,91,91,94,94,94,94,94,96,96,96,96,96,99
2120,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,90,90,90,90,90,93,93,93,93,93,95,95,95,95,95,99
2130,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,89,89,89,89,89,92,92,92,92,92,95,95,95,95,95,98
2140,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,88,88,88,88,91,91,91,91,91,94,94,94,94,94,97
2150,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,90,90,90,90,90,93,93,93,93,93,96
2200,84,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,89,89,89,89,89,92,92,92,92,92,96
2210,83,83,83,83,83,83,83,83,83,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,88,88,88,88,88,91,91,91,91,91,95
2220,82,82,82,82,82,82,82,82,82,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,87,87,87,87,87,90,90,90,90,90,94
2230,81,81,81,81,81,81,81,81,81,82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,86,86,86,86,86,89,89,89,89,89,93
2240,80,80,80,80,80,80,80,80,80,81,81,81,81,81,82,82,82,82,82,82,82,82,82,82,85,85,85,85,85,88,88,88,88,88,93
2250,79,79,79,79,79,79,79,79,79,80,80,80,80,80,81,81,81,81,81,81,81,81,81,81,84,84,84,84,84,87,87,87,87,87,92
2300,78,78,78,78,78,78,78,78,78,79,79,79,79,79,80,80,80,80,80,80,80,80,80,80,83,83,83,83,83,86,86,86,86,86,91
2310,77,77,77,77,77,77,77,77,77,78,78,78,78,78,79,79,79,79,79,79,79,79,79,79,82,82,82,82,82,85,85,85,85,85,90
2320,76,76,76,76,76,76,76,76,76,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,82,82,82,82,82,85,85,85,85,85,90
2330,75,75,75,75,75,75,75,75,75,76,76,76,76,76,77,77,77,77,77,78,78,78,78,78,81,81,81,81,81,84,84,84,84,84,89
2340,74,74,74,74,74,74,74,74,74,75,75,75,75,75,76,76,76,76,76,77,77,77,77,77,80,80,80,80,80,83,83,83,83,83,88
2350,73,73,73,73,73,73,73,73,73,74,74,74,74,74,75,75,75,75,75,76,76,76,76,76,79,79,79,79,79,82,82,82,82,82,87
2400,72,72,72,72,72,72,72,72,72,73,73,73,73,73,74,74,74,74,74,75,75,75,75,75,78,78,78,78,78,81,81,81,81,81,87
2410,71,71,71,71,71,71,71,71,71,72,72,72,72,72,73,73,73,73,73,74,74,74,74,74,77,77,77,77,77,80,80,80,80,80,86
2420,70,70,70,70,70,70,70,70,70,71,71,71,71,71,72,72,72,72,72,73,73,73,73,73,76,76,76,76,76,79,79,79,79,79,85
2430,69,69,69,69,69,69,69,69,69,70,70,70,70,70,71,71,71,71,71,72,72,72,72,72,75,75,75,75,75,78,78,78,78,78,84
2440,68,68,68,68,68,68,68,68,68,69,69,69,69,69,70,70,70,70,70,71,71,71,71,71,74,74,74,74,74,77,77,77,77,77,84
2450,67,67,67,67,67,67,67,67,67,68,68,68,68,68,69,69,69,69,69,70,70,70,70,70,73,73,73,73,73,76,76,76,76,76,83
2500,66,66,66,66,66,66,66,66,66,67,67,67,67,67,68,68,68,68,68,69,69,69,69,69,72,72,72,72,72,75,75,75,75,75,82
2510,65,65,65,65,65,65,65,65,65,66,66,66,66,66,67,67,67,67,67,68,68,68,68,68,71,71,71,71,71,75,75,75,75,75,81
2520,64,64,64,64,64,64,64,64,64,65,65,65,65,65,66,66,66,66,66,67,67,67,67,67,70,70,70,70,70,74,74,74,74,74,81
2530,63,63,63,63,63,63,63,63,63,64,64,64,64,64,65,65,65,65,65,66,66,66,66,66,70,70,70,70,70,73,73,73,73,73,80
2540,62,62,62,62,62,62,62,62,62,63,63,63,63,63,64,64,64,64,64,65,65,65,65,65,69,69,69,69,69,72,72,72,72,72,79
2550,61,61,61,61,61,61,61,61,61,62,62,62,62,62,63,63,63,63,63,64,64,64,64,64,68,68,68,68,68,71,71,71,71,71,79
2600,60,60,60,60,60,60,60,60,60,61,61,61,61,61,62,62,62,62,62,63,63,63,63,63,67,67,67,67,67,70,70,70,70,70,78
2610,59,59,59,59,59,59,59,59,59,60,60,60,60,60,61,61,61,61,61,63,63,63,63,63,66,66,66,66,66,69,69,69,69,69,77
2620,58,58,58,58,58,58,58,58,58,59,59,59,59,59,60,60,60,60,60,62,62,62,62,62,65,65,65,65,65,68,68,68,68,68,76
2630,57,57,57,57,57,57,57,57,57,58,58,58,58,58,59,59,59,59,59,61,61,61,61,61,64,64,64,64,64,67,67,67,67,67,76
2640,56,56,56,56,56,56,56,56,56,57,57,57,57,57,58,58,58,58,58,60,60,60,60,60,63,63,63,63,63,66,66,66,66,66,75
2650,54,54,54,54,54,54,54,54,54,56,56,56,56,56,57,57,57,57,57,59,59,59,59,59,62,62,62,62,62,65,65,65,65,65,74
2700,53,53,53,53,53,53,53,53,53,55,55,55,55,55,56,56,56,56,56,58,58,58,58,58,61,61,61,61,61,65,65,65,65,65,73
2710,52,52,52,52,52,52,52,52,52,54,54,54,54,54,55,55,55,55,55,57,57,57,57,57,60,60,60,60,60,64,64,64,64,64,73
2720,51,51,51,51,51,51,51,51,51,53,53,53,53,53,55,55,55,55,55,56,56,56,56,56,59,59,59,59,59,63,63,63,63,63,72
2730,50,50,50,50,50,50,50,50,50,52,52,52,52,52,54,54,54,54,54,55,55,55,55,55,58,58,58,58,58,62,62,62,62,62,71
2740,49,49,49,49,49,49,49,49,49,51,51,51,51,51,53,53,53,53,53,54,54,54,54,54,58,58,58,58,58,61,61,61,61,61,70
2750,48,48,48,48,48,48,48,48,48,50,50,50,50,50,52,52,52,52,52,53,53,53,53,53,57,57,57,57,57,60,60,60,60,60,70
2800,47,47,47,47,47,47,47,47,47,49,49,49,49,49,51,51,51,51,51,52,52,52,52,52,56,56,56,56,56,59,59,59,59,59,69
2810,46,46,46,46,46,46,46,46,46,48,48,48,48,48,50,50,50,50,50,51,51,51,51,51,55,55,55,55,55,58,58,58,58,58,68
2820,45,45,45,45,45,45,45,45,45,47,47,47,47,47,49,49,49,49,49,50,50,50,50,50,54,54,54,54,54,57,57,57,57,57,67
2830,44,44,44,44,44,44,44,44,44,46,46,46,46,46,48,48,48,48,48,49,49,49,49,49,53,53,53,53,53,56,56,56,56,56,67
2840,43,43,43,43,43,43,43,43,43,45,45,45,45,45,47,47,47,47,47,48,48,48,48,48,52,52,52,52,52,55,55,55,55,55,66
2850,42,42,42,42,42,42,42,42,42,44,44,44,44,44,46,46,46,46,46,48,48,48,48,48,51,51,51,51,51,55,55,55,55,55,65
2900,41,41,41,41,41,41,41,41,41,43,43,43,43,43,45,45,45,45,45,47,47,47,47,47,50,50,50,50,50,54,54,54,54,54,64
