,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
muf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
205,100,100,100,100,99,99,99,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
206,100,100,100,100,98,98,98,98,98,99,99,99,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
207,100,100,100,100,98,98,98,98,98,98,98,98,98,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
208,99,99,99,99,97,97,97,97,97,98,98,98,98,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
209,98,98,98,98,96,96,96,96,96,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
210,97,97,97,97,95,95,95,95,95,96,96,96,96,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
211,97,97,97,97,94,94,94,94,94,95,95,95,95,95,99,99,99,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
212,96,96,96,96,94,94,94,94,94,95,95,95,95,95,99,99,99,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
213,95,95,95,95,93,93,93,93,93,94,94,94,94,94,98,98,98,98,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
214,94,94,94,94,92,92,92,92,92,93,93,93,93,93,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
215,93,93,93,93,91,91,91,91,91,92,92,92,92,92,96,96,96,96,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
216,92,92,92,92,90,90,90,90,90,91,91,91,91,91,96,96,96,96,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
217,91,91,91,91,89,89,89,89,89,91,91,91,91,91,95,95,95,95,95,99,99,99,99,99,100,100,100,100,100,100,100,100,100,100,100
218,91,91,91,91,89,89,89,89,89,90,90,90,90,90,94,94,94,94,94,99,99,99,99,99,100,100,100,100,100,100,100,100,100,100,100
219,90,90,90,90,88,88,88,88,88,89,89,89,89,89,93,93,93,93,93,98,98,98,98,98,100,100,100,100,100,100,100,100,100,100,100
220,89,89,89,89,87,87,87,87,87,88,88,88,88,88,93,93,93,93,93,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100
221,88,88,88,88,86,86,86,86,86,88,88,88,88,88,92,92,92,92,92,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100
222,87,87,87,87,85,85,85,85,85,87,87,87,87,87,91,91,91,91,91,96,96,96,96,96,100,100,100,100,100,100,100,100,100,100,100
223,86,86,86,86,85,85,85,85,85,86,86,86,86,86,90,90,90,90,90,95,95,95,95,95,100,100,100,100,100,100,100,100,100,100,100
224,85,85,85,85,84,84,84,84,84,85,85,85,85,85,90,90,90,90,90,94,94,94,94,94,99,99,99,99,99,100,100,100,100,100,100
225,85,85,85,85,83,83,83,83,83,84,84,84,84,84,89,89,89,89,89,94,94,94,94,94,99,99,99,99,99,100,100,100,100,100,100
226,84,84,84,84,82,82,82,82,82,84,84,84,84,84,88,88,88,88,88,93,93,93,93,93,98,98,98,98,98,100,100,100,100,100,100
227,83,83,83,83,81,81,81,81,81,83,83,83,83,83,87,87,87,87,87,92,92,92,92,92,98,98,98,98,98,100,100,100,100,100,100
228,82,82,82,82,81,81,81,81,81,82,82,82,82,82,87,87,87,87,87,92,92,92,92,92,97,97,97,97,97,100,100,100,100,100,100
229,81,81,81,81,80,80,80,80,80,81,81,81,81,81,86,86,86,86,86,91,91,91,91,91,96,96,96,96,96,100,100,100,100,100,100
230,80,80,80,80,79,79,79,79,79,81,81,81,81,81,85,85,85,85,85,90,90,90,90,90,96,96,96,96,96,100,100,100,100,100,100
231,79,79,79,79,78,78,78,78,78,80,80,80,80,80,84,84,84,84,84,90,90,90,90,90,95,95,95,95,95,100,100,100,100,100,100
232,79,79,79,79,77,77,77,77,77,79,79,79,79,79,84,84,84,84,84,89,89,89,89,89,94,94,94,94,94,100,100,100,100,100,100
233,78,78,78,78,76,76,76,76,76,78,78,78,78,78,83,83,83,83,83,88,88,88,88,88,94,94,94,94,94,100,100,100,100,100,100
234,77,77,77,77,76,76,76,76,76,77,77,77,77,77,82,82,82,82,82,87,87,87,87,87,93,93,93,93,93,100,100,100,100,100,100
235,76,76,76,76,75,75,75,75,75,77,77,77,77,77,81,81,81,81,81,87,87,87,87,87,93,93,93,93,93,100,100,100,100,100,100
236,75,75,75,75,74,74,74,74,74,76,76,76,76,76,81,81,81,81,81,86,86,86,86,86,92,92,92,92,92,100,100,100,100,100,100
237,74,74,74,74,73,73,73,73,73,75,75,75,75,75,80,80,80,80,80,85,85,85,85,85,91,91,91,91,91,100,100,100,100,100,100
238,73,73,73,73,72,72,72,72,72,74,74,74,74,74,79,79,79,79,79,85,85,85,85,85,91,91,91,91,91,100,100,100,100,100,100
239,73,73,73,73,72,72,72,72,72,74,74,74,74,74,78,78,78,78,78,84,84,84,84,84,90,90,90,90,90,100,100,100,100,100,100
